customerID,Gender,Elderly,Married,Dependents,Time_as_Client,PhoneService,Internet_Service,Security_Service,Suport,StreamingTV,Contract_Type,PaymentMethod,Monthly_Payment,Total_Paid,Churn
5232-NXPAY,F,0,No,No,47,Yes,DSL,No,Yes,Yes,Two year,Mailed check,74.45,3510.3,No
8967-SZQAS,F,0,No,No,14,Yes,DSL,No,No,No,Month-to-month,Electronic check,50.45,765.45,No
4468-KAZHE,F,1,Yes,No,20,Yes,DSL,No,No,No,Month-to-month,Electronic check,60.0,1259.35,No
0455-ENTCR,M,0,Yes,No,66,Yes,DSL,Yes,Yes,Yes,Two year,Electronic check,85.25,5538.35,No
8944-AILEF,M,0,Yes,No,15,Yes,NO,No internet service,No internet service,No internet service,Month-to-month,Credit card (automatic),19.45,340.85,No
5542-NKVRU,F,0,No,No,42,Yes,NO,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),20.75,844.45,No
7126-RBHSD,F,0,Yes,No,17,Yes,FIBER OPTIC,Yes,No,No,Month-to-month,Electronic check,78.9,1348.95,No
5370-IIVVL,M,0,No,No,37,Yes,FIBER OPTIC,No,Yes,Yes,One year,Credit card (automatic),104.5,3778.0,No
6789-HJBWG,F,0,No,No,12,Yes,DSL,No,No,No,Month-to-month,Electronic check,49.4,611.65,No
3927-NLNRY,M,0,Yes,No,53,Yes,FIBER OPTIC,No,No,Yes,One year,Bank transfer (automatic),94.25,4867.95,Yes
9087-EYCPR,F,0,No,No,60,Yes,NO,No internet service,No internet service,No internet service,Two year,Mailed check,25.0,1505.05,No
6791-YBNAK,M,0,Yes,Yes,18,Yes,DSL,No,No,No,Month-to-month,Credit card (automatic),25.55,467.85,No
6358-LYNGM,M,0,No,No,1,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,74.9,74.9,Yes
6077-BDPXA,F,0,No,No,3,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,70.15,194.2,No
0013-MHZWF,F,0,No,Yes,9,Yes,DSL,No,Yes,Yes,Month-to-month,Credit card (automatic),69.4,571.45,No
5494-HECPR,F,0,No,No,1,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Electronic check,80.25,80.25,Yes
8268-YDIXR,M,0,Yes,No,56,Yes,FIBER OPTIC,Yes,No,No,One year,Electronic check,93.15,5253.95,No
9824-BEMCV,M,0,Yes,Yes,17,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,69.0,1149.65,Yes
1373-ORVIZ,F,0,Yes,Yes,11,Yes,DSL,No,Yes,No,Month-to-month,Electronic check,66.35,740.8,Yes
4291-SHSBH,M,0,No,No,7,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,69.55,521.35,No
6980-IMXXE,F,0,Yes,Yes,69,Yes,NO,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),20.2,1412.65,No
9866-QEVEE,M,0,No,No,19,Yes,FIBER OPTIC,No,No,No,Month-to-month,Bank transfer (automatic),86.0,1532.45,Yes
9897-KXHCM,F,0,Yes,Yes,3,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,80.3,250.05,Yes
0040-HALCW,M,0,Yes,Yes,54,Yes,NO,No internet service,No internet service,No internet service,Two year,Credit card (automatic),20.4,1090.6,No
0784-GTUUK,M,0,Yes,No,62,Yes,NO,No internet service,No internet service,No internet service,One year,Credit card (automatic),23.75,1446.8,No
7979-CORPM,M,0,No,No,24,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Credit card (automatic),90.55,2282.55,Yes
2294-DMMUS,F,0,Yes,Yes,62,Yes,DSL,No,No,Yes,Month-to-month,Credit card (automatic),70.45,4300.45,No
0872-JCPIB,M,0,No,No,17,Yes,DSL,Yes,No,No,Month-to-month,Bank transfer (automatic),65.75,1111.2,No
3055-MJDSB,M,0,No,No,9,Yes,DSL,No,No,No,Month-to-month,Mailed check,24.6,190.1,No
9091-WTUUY,M,0,Yes,Yes,64,Yes,DSL,Yes,Yes,Yes,Two year,Mailed check,69.25,4447.75,No
1618-CFHME,F,0,No,No,2,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,75.9,143.35,Yes
3165-HDOEW,M,0,Yes,Yes,1,Yes,DSL,No,No,No,Month-to-month,Mailed check,45.85,45.85,Yes
6581-NQCBA,F,0,Yes,No,16,Yes,DSL,No,Yes,Yes,Month-to-month,Electronic check,49.95,810.2,Yes
7115-IRDHS,F,0,Yes,No,72,Yes,NO,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),24.65,1830.05,No
8496-DMZUK,M,0,No,No,30,Yes,FIBER OPTIC,Yes,No,No,One year,Bank transfer (automatic),90.4,2820.65,No
2040-VZIKE,F,0,Yes,No,49,Yes,FIBER OPTIC,Yes,No,Yes,Month-to-month,Mailed check,100.85,4847.35,No
9068-VPWQQ,M,0,Yes,No,61,Yes,DSL,Yes,Yes,No,Two year,Credit card (automatic),75.35,4729.3,No
0178-SZBHO,M,0,Yes,Yes,47,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Electronic check,87.2,4017.45,No
0384-RVBPI,M,0,No,No,20,Yes,DSL,Yes,No,No,Month-to-month,Credit card (automatic),64.4,1398.6,No
1689-MRZQR,M,0,Yes,Yes,34,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Electronic check,78.3,2564.3,Yes
1299-AURJA,F,0,Yes,Yes,70,Yes,NO,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),24.7,1685.9,No
4525-VZCZG,M,0,No,Yes,54,Yes,FIBER OPTIC,Yes,Yes,Yes,One year,Electronic check,105.85,5826.65,No
1543-LLLFT,M,1,Yes,No,61,Yes,FIBER OPTIC,No,Yes,Yes,One year,Mailed check,98.3,6066.55,No
5835-BEQEU,M,0,No,No,3,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,76.95,228.4,Yes
2788-CJQAQ,M,0,No,No,13,Yes,NO,No internet service,No internet service,No internet service,One year,Mailed check,19.45,270.2,No
5565-FILXA,F,1,No,No,16,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Electronic check,96.15,1529.2,Yes
0319-QZTCO,F,0,Yes,Yes,3,Yes,DSL,No,No,Yes,Month-to-month,Credit card (automatic),58.7,168.6,No
2120-SMPEX,M,0,No,No,25,Yes,NO,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.15,536.35,No
0096-FCPUF,M,0,No,No,30,Yes,DSL,Yes,No,No,Month-to-month,Mailed check,64.5,1888.45,No
0668-OGMHD,F,0,Yes,No,21,Yes,DSL,Yes,No,No,Month-to-month,Electronic check,28.5,629.35,No
5552-ZNFSJ,M,0,No,No,1,Yes,DSL,No,No,No,Month-to-month,Electronic check,45.3,45.3,Yes
2223-KAGMX,F,0,No,No,15,Yes,NO,No internet service,No internet service,No internet service,Month-to-month,Bank transfer (automatic),19.4,289.3,Yes
6507-ZJSUR,M,1,Yes,No,23,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Electronic check,90.45,2117.25,No
9408-HRXRK,F,0,Yes,Yes,45,Yes,FIBER OPTIC,Yes,No,Yes,Month-to-month,Electronic check,105.15,4730.9,No
5593-SUAOO,F,0,Yes,Yes,24,Yes,FIBER OPTIC,No,No,No,One year,Bank transfer (automatic),83.15,2033.05,No
7321-PKUYW,F,0,No,No,11,Yes,FIBER OPTIC,No,Yes,Yes,Month-to-month,Electronic check,90.15,987.95,Yes
2833-SLKDQ,M,0,No,No,1,Yes,DSL,No,No,No,Month-to-month,Mailed check,45.05,45.05,Yes
6766-HFKLA,F,0,Yes,No,56,Yes,FIBER OPTIC,No,Yes,Yes,Two year,Bank transfer (automatic),103.2,5744.35,No
7595-EUIVN,F,0,No,No,1,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,75.8,75.8,Yes
7617-EYGLW,M,0,No,No,1,Yes,NO,No internet service,No internet service,No internet service,Month-to-month,Electronic check,19.45,19.45,No
2026-TGDHM,F,0,No,No,7,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,79.3,523.15,Yes
9220-ZNKJI,F,1,Yes,No,55,Yes,FIBER OPTIC,No,Yes,Yes,Two year,Credit card (automatic),88.8,4805.3,No
4030-VPZBD,F,0,No,No,2,Yes,DSL,No,Yes,No,Month-to-month,Electronic check,30.9,59.05,Yes
2226-ICFDO,F,0,Yes,Yes,72,Yes,DSL,Yes,Yes,Yes,Two year,Credit card (automatic),85.9,6110.75,No
0723-VSOBE,F,1,No,No,45,Yes,DSL,No,No,No,One year,Electronic check,34.2,1596.6,No
5529-GIBVH,F,0,No,No,47,Yes,NO,No internet service,No internet service,No internet service,Two year,Mailed check,20.15,1046.2,No
4187-CINZD,F,1,No,No,46,Yes,FIBER OPTIC,No,No,Yes,One year,Credit card (automatic),95.25,4424.2,Yes
9992-UJOEL,M,0,No,No,2,Yes,DSL,No,No,No,Month-to-month,Mailed check,50.3,92.75,No
4741-WWJQZ,F,0,Yes,No,2,Yes,FIBER OPTIC,Yes,Yes,No,Month-to-month,Electronic check,80.15,194.55,No
6625-UTXEW,F,0,Yes,No,12,Yes,DSL,No,No,No,Month-to-month,Electronic check,51.25,612.1,No
6818-WOBHJ,F,1,Yes,No,68,Yes,FIBER OPTIC,No,No,No,Month-to-month,Bank transfer (automatic),89.6,6127.6,Yes
6244-BESBM,M,0,Yes,Yes,69,Yes,FIBER OPTIC,No,Yes,Yes,Two year,Credit card (automatic),95.2,6671.7,No
1004-NOZNR,M,1,No,Yes,56,Yes,FIBER OPTIC,Yes,No,Yes,One year,Credit card (automatic),94.8,5264.3,No
1251-STYSZ,F,1,No,No,4,Yes,FIBER OPTIC,Yes,No,No,Month-to-month,Electronic check,80.25,303.7,No
2612-PHGOX,M,0,Yes,No,64,Yes,DSL,No,Yes,Yes,Two year,Bank transfer (automatic),76.1,4818.8,No
2408-TZMJL,M,0,Yes,No,59,Yes,FIBER OPTIC,Yes,No,Yes,One year,Electronic check,110.15,6448.05,Yes
8480-PPONV,M,0,Yes,Yes,62,Yes,FIBER OPTIC,Yes,Yes,Yes,Two year,Bank transfer (automatic),115.55,7159.05,No
8780-IHCRN,M,0,Yes,Yes,63,Yes,NO,No internet service,No internet service,No internet service,Two year,Credit card (automatic),24.65,1574.5,No
4598-ZADCK,F,0,No,No,53,Yes,DSL,Yes,Yes,Yes,One year,Electronic check,53.6,2879.2,No
1257-SXUXQ,M,0,Yes,Yes,5,Yes,NO,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.45,86.05,No
9681-KYGYB,M,1,Yes,No,49,Yes,FIBER OPTIC,Yes,No,No,Month-to-month,Electronic check,88.2,4159.45,No
7182-OVLBJ,F,0,Yes,Yes,62,Yes,FIBER OPTIC,Yes,No,Yes,Two year,Bank transfer (automatic),101.15,6638.35,No
5095-ETBRJ,F,0,Yes,No,55,Yes,DSL,Yes,Yes,No,Two year,Mailed check,56.8,3112.05,No
7005-CYUIL,F,1,Yes,No,71,Yes,FIBER OPTIC,Yes,Yes,Yes,Two year,Electronic check,99.4,7168.25,No
4821-WQOYN,F,0,Yes,Yes,72,Yes,NO,No internet service,No internet service,No internet service,Two year,Credit card (automatic),20.1,1326.25,No
4730-AWNAU,M,0,Yes,Yes,36,Yes,DSL,Yes,Yes,Yes,One year,Credit card (automatic),60.7,2234.55,No
3452-FLHYD,M,0,Yes,No,25,Yes,NO,No internet service,No internet service,No internet service,One year,Bank transfer (automatic),20.95,495.15,No
2388-LAESQ,F,1,Yes,No,72,Yes,FIBER OPTIC,Yes,Yes,Yes,Two year,Bank transfer (automatic),114.85,8317.95,No
9531-NSBMR,F,0,No,No,36,Yes,NO,No internet service,No internet service,No internet service,One year,Bank transfer (automatic),19.25,679.8,No
6260-ONULR,M,0,No,No,1,Yes,DSL,No,No,Yes,Month-to-month,Mailed check,62.8,62.8,No
4389-UEFCZ,F,0,Yes,No,72,Yes,FIBER OPTIC,Yes,No,Yes,Two year,Electronic check,105.5,7544.0,No
8711-LOBKY,M,0,Yes,Yes,59,Yes,NO,No internet service,No internet service,No internet service,Two year,Mailed check,19.85,1188.25,No
9134-CEQMF,M,1,Yes,No,7,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Electronic check,89.5,676.7,Yes
8985-OOPOS,F,0,No,No,1,Yes,DSL,No,Yes,Yes,One year,Credit card (automatic),74.1,74.1,No
8800-ZKRFW,F,0,Yes,Yes,30,Yes,FIBER OPTIC,No,Yes,Yes,Month-to-month,Electronic check,107.5,3242.5,No
2616-FLVQC,M,0,No,No,64,Yes,NO,No internet service,No internet service,No internet service,Two year,Mailed check,19.55,1240.15,No
9968-FFVVH,M,0,No,No,63,Yes,DSL,Yes,Yes,No,One year,Bank transfer (automatic),68.8,4111.35,No
3108-PCCGG,M,1,Yes,No,72,Yes,DSL,Yes,No,Yes,Two year,Credit card (automatic),84.45,5899.85,No
7993-PYKOF,M,0,Yes,No,8,Yes,FIBER OPTIC,Yes,No,No,Month-to-month,Electronic check,75.0,632.95,Yes
8390-FESFV,F,0,No,No,62,Yes,DSL,No,Yes,Yes,Two year,Bank transfer (automatic),84.5,5193.2,No
3022-BEXHZ,M,0,Yes,Yes,67,Yes,FIBER OPTIC,No,Yes,Yes,Two year,Bank transfer (automatic),111.2,7530.8,No
5027-XWQHA,M,0,No,No,6,Yes,DSL,No,No,No,Month-to-month,Electronic check,44.75,270.95,Yes
6248-TKCQV,F,0,Yes,Yes,70,Yes,DSL,Yes,Yes,Yes,Two year,Bank transfer (automatic),80.6,5460.2,No
6729-GDNGC,F,1,No,No,20,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Bank transfer (automatic),80.7,1614.2,No
6198-ZFIOJ,F,0,No,No,5,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,75.6,402.5,No
5989-OMNJE,F,0,Yes,Yes,24,Yes,DSL,Yes,No,Yes,One year,Electronic check,57.6,1367.75,No
4566-QVRRW,F,0,Yes,No,11,Yes,DSL,No,No,No,Month-to-month,Electronic check,44.05,483.7,Yes
1291-CUOCY,M,0,Yes,No,72,Yes,FIBER OPTIC,No,Yes,Yes,Two year,Credit card (automatic),110.6,7962.2,No
9795-SHUHB,F,0,Yes,Yes,66,Yes,DSL,Yes,Yes,No,Two year,Credit card (automatic),58.2,3810.8,No
3230-IUALN,F,0,Yes,Yes,45,Yes,DSL,Yes,Yes,Yes,Two year,Mailed check,81.0,3533.6,No
0042-RLHYP,F,0,Yes,Yes,69,Yes,NO,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),19.7,1396.9,No
8519-IMDHU,M,1,Yes,No,15,Yes,FIBER OPTIC,No,No,No,Month-to-month,Bank transfer (automatic),85.6,1345.55,Yes
4945-RVMTE,F,0,No,No,28,Yes,DSL,No,No,Yes,Month-to-month,Bank transfer (automatic),59.55,1646.45,No
0201-OAMXR,F,0,No,No,70,Yes,FIBER OPTIC,Yes,Yes,Yes,One year,Credit card (automatic),115.55,8127.6,Yes
1866-NXPSP,F,0,No,No,36,Yes,DSL,Yes,Yes,No,One year,Mailed check,75.55,2680.15,No
3372-KWFBM,M,1,No,No,16,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Electronic check,86.6,1281.0,Yes
7831-QGOXH,F,0,No,No,18,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Electronic check,85.2,1553.9,Yes
6393-WRYZE,F,0,Yes,No,34,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Electronic check,97.65,3207.55,Yes
3941-XTSKM,M,0,Yes,Yes,42,Yes,DSL,No,No,No,One year,Credit card (automatic),45.1,2049.05,No
1661-CZBAU,M,0,No,No,48,Yes,DSL,Yes,Yes,No,One year,Bank transfer (automatic),70.95,3629.2,No
6599-RCLCJ,M,0,Yes,No,47,Yes,FIBER OPTIC,No,Yes,Yes,Month-to-month,Electronic check,109.55,5124.55,Yes
9831-BPFRI,F,0,Yes,Yes,39,Yes,FIBER OPTIC,No,Yes,No,One year,Electronic check,89.55,3474.45,Yes
5158-RIVOP,F,0,Yes,Yes,11,Yes,NO,No internet service,No internet service,No internet service,Two year,Credit card (automatic),20.9,202.3,No
9788-YTFGE,M,0,No,No,7,Yes,NO,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.95,147.5,No
9277-JOOMO,F,0,No,No,3,Yes,NO,No internet service,No internet service,No internet service,Month-to-month,Mailed check,24.6,86.35,No
1907-YLNYW,M,0,No,No,8,Yes,DSL,Yes,No,No,Month-to-month,Electronic check,66.7,579.0,No
1725-MIMXW,M,0,No,Yes,1,Yes,NO,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.45,19.45,Yes
8947-YRTDV,M,0,Yes,Yes,32,Yes,FIBER OPTIC,Yes,No,No,One year,Mailed check,94.8,3131.55,No
3161-ONRWK,M,0,Yes,Yes,60,Yes,DSL,Yes,Yes,No,One year,Bank transfer (automatic),65.85,3928.3,No
0114-RSRRW,F,0,Yes,No,10,Yes,NO,No internet service,No internet service,No internet service,Month-to-month,Bank transfer (automatic),19.95,187.75,No
4565-NLZBV,F,0,Yes,No,71,Yes,NO,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),24.65,1710.15,No
0031-PVLZI,F,0,Yes,Yes,4,Yes,NO,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.35,76.35,Yes
7206-GZCDC,F,1,No,No,1,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,69.25,69.25,Yes
6682-VCIXC,F,0,Yes,Yes,43,Yes,DSL,Yes,Yes,Yes,One year,Bank transfer (automatic),51.25,2151.6,No
4791-QRGMF,M,0,Yes,No,59,Yes,FIBER OPTIC,No,No,Yes,One year,Bank transfer (automatic),99.5,5961.1,Yes
6475-VHUIZ,F,0,Yes,No,23,Yes,DSL,No,Yes,No,Month-to-month,Electronic check,54.25,1221.55,No
3910-MRQOY,F,0,Yes,No,72,Yes,NO,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),19.4,1496.45,No
0661-WCQNQ,M,0,Yes,No,22,Yes,DSL,Yes,Yes,No,One year,Credit card (automatic),56.25,1292.2,No
7537-RBWEA,F,0,No,No,1,Yes,DSL,No,No,No,Month-to-month,Mailed check,25.15,25.15,No
4656-CAURT,M,0,No,No,69,Yes,NO,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),23.95,1713.1,No
0121-SNYRK,M,0,No,No,50,Yes,DSL,Yes,Yes,No,One year,Mailed check,35.4,1748.9,No
1768-ZAIFU,F,1,No,No,1,Yes,DSL,No,No,No,Month-to-month,Electronic check,25.2,25.2,Yes
4671-LXRDQ,M,0,No,No,2,Yes,DSL,No,No,No,Month-to-month,Mailed check,45.0,96.45,Yes
3733-LSYCE,F,0,Yes,No,15,Yes,FIBER OPTIC,No,No,No,Month-to-month,Bank transfer (automatic),75.35,1114.55,No
6265-FRMTQ,M,0,No,No,31,Yes,NO,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),20.4,609.1,No
1934-SJVJK,M,0,No,No,1,Yes,NO,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.15,20.15,Yes
3838-OZURD,M,0,Yes,No,66,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Credit card (automatic),105.0,7133.25,Yes
1371-DWPAZ,F,0,Yes,Yes,0,Yes,DSL,Yes,Yes,Yes,Two year,Credit card (automatic),56.05,56.05,No
9269-CQOOL,M,0,No,Yes,3,Yes,DSL,No,No,Yes,Month-to-month,Credit card (automatic),54.7,169.45,Yes
2017-CCBLH,F,0,No,No,8,Yes,NO,No internet service,No internet service,No internet service,Two year,Mailed check,20.0,141.6,No
7690-KPNCU,M,0,Yes,Yes,64,Yes,DSL,Yes,No,Yes,One year,Credit card (automatic),73.05,4688.65,No
0536-BGFMZ,F,0,Yes,No,28,Yes,NO,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.5,563.05,No
2293-IJWPS,F,0,Yes,No,57,Yes,FIBER OPTIC,No,No,Yes,One year,Credit card (automatic),100.75,5985.0,No
2845-HSJCY,F,0,Yes,Yes,14,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,87.25,1258.6,Yes
5469-NUJUR,M,0,No,No,19,Yes,NO,No internet service,No internet service,No internet service,Two year,Mailed check,19.95,373.5,No
1184-PJVDB,M,0,Yes,No,10,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Electronic check,79.95,857.2,Yes
2625-TRCZQ,F,0,Yes,No,51,Yes,DSL,No,No,Yes,Month-to-month,Electronic check,49.65,2553.35,No
4102-HLENU,F,0,Yes,No,67,Yes,DSL,Yes,No,No,Two year,Mailed check,65.65,4322.85,No
7266-GSSJX,M,0,Yes,Yes,11,Yes,NO,No internet service,No internet service,No internet service,Month-to-month,Electronic check,20.45,250.8,No
7722-VJRQD,M,0,Yes,Yes,72,Yes,DSL,Yes,Yes,Yes,Two year,Bank transfer (automatic),60.95,4549.05,No
7073-QETQY,M,0,Yes,Yes,66,Yes,NO,No internet service,No internet service,No internet service,One year,Electronic check,20.35,1359.5,No
9415-DPEWS,F,0,No,No,18,Yes,FIBER OPTIC,No,Yes,Yes,Month-to-month,Electronic check,88.35,1639.3,Yes
5624-RYAMH,F,0,No,No,9,Yes,NO,No internet service,No internet service,No internet service,Month-to-month,Electronic check,19.5,178.85,No
0196-JTUQI,F,0,No,No,9,Yes,FIBER OPTIC,No,No,No,Month-to-month,Credit card (automatic),75.2,633.85,No
7130-YXBRO,M,0,Yes,No,48,Yes,FIBER OPTIC,Yes,No,Yes,Month-to-month,Bank transfer (automatic),111.45,5315.1,No
9272-LSVYH,M,0,No,No,10,Yes,FIBER OPTIC,No,No,No,Month-to-month,Mailed check,70.15,735.5,No
7943-RQCHR,F,0,No,No,9,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Electronic check,94.75,889.9,Yes
3793-MMFUH,F,1,No,No,13,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Electronic check,95.05,1290.0,Yes
3249-ZPQRG,M,0,No,No,4,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,78.45,330.05,Yes
2568-BRGYX,M,0,No,No,4,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,70.2,237.95,Yes
3084-DOWLE,F,0,Yes,No,72,Yes,DSL,Yes,Yes,Yes,Two year,Bank transfer (automatic),92.0,6474.4,No
1084-MNSMJ,F,0,Yes,Yes,51,Yes,DSL,Yes,Yes,Yes,Two year,Credit card (automatic),85.5,4421.95,No
7721-JXEAW,M,0,Yes,No,59,Yes,DSL,No,No,No,Month-to-month,Bank transfer (automatic),41.05,2452.7,Yes
7249-WBIYX,M,0,Yes,No,10,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Electronic check,85.6,813.85,Yes
4238-HFHSN,M,1,Yes,No,61,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,82.15,4904.85,No
6250-CGGUN,M,0,No,No,54,Yes,FIBER OPTIC,Yes,Yes,No,One year,Electronic check,84.4,4484.05,No
5478-JJVZK,F,0,No,No,33,Yes,DSL,Yes,No,No,Month-to-month,Mailed check,60.9,2033.85,No
7596-IIWYC,F,0,No,No,27,Yes,NO,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),20.25,538.2,No
6567-HOOPW,F,1,No,No,1,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Electronic check,79.2,79.2,Yes
9793-WECQC,M,0,No,No,23,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Mailed check,95.3,2192.9,No
4291-HPAXL,M,0,No,Yes,1,Yes,NO,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.85,19.85,No
8999-YPYBV,M,0,Yes,Yes,45,Yes,DSL,Yes,Yes,Yes,Two year,Mailed check,84.35,3858.05,No
1839-FBNFR,F,0,Yes,Yes,39,Yes,NO,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),19.85,854.8,No
3164-AALRN,M,0,No,No,5,Yes,DSL,No,No,Yes,One year,Mailed check,70.0,347.4,Yes
3071-MVJCD,M,0,Yes,Yes,72,Yes,DSL,Yes,Yes,Yes,Two year,Bank transfer (automatic),82.3,5815.15,No
1697-BCSHV,F,0,Yes,Yes,58,Yes,DSL,No,No,Yes,Month-to-month,Bank transfer (automatic),66.8,3970.4,No
0562-KBDVM,F,0,No,No,70,Yes,DSL,Yes,Yes,No,Two year,Bank transfer (automatic),44.6,3058.15,No
1131-SUEKT,M,0,Yes,Yes,61,Yes,FIBER OPTIC,No,Yes,Yes,One year,Bank transfer (automatic),98.45,6145.2,No
3717-OEAUQ,M,0,No,No,2,Yes,FIBER OPTIC,No,No,No,Month-to-month,Mailed check,70.7,129.2,No
4538-WNTMJ,F,0,Yes,Yes,46,Yes,NO,No internet service,No internet service,No internet service,One year,Mailed check,24.95,1165.9,No
3334-CTHOL,F,0,No,No,1,Yes,DSL,No,No,No,Month-to-month,Bank transfer (automatic),49.95,49.95,Yes
4704-ERYFC,F,0,Yes,No,22,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,69.25,1554.0,Yes
9432-RUVSL,F,0,No,No,48,Yes,FIBER OPTIC,Yes,Yes,Yes,Two year,Credit card (automatic),102.5,4904.25,No
8060-HIWJJ,M,0,No,No,64,Yes,DSL,No,Yes,Yes,Two year,Credit card (automatic),86.55,5632.55,No
7684-XSZIY,M,0,Yes,Yes,72,Yes,NO,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),24.3,1643.25,No
9089-UOWJG,F,0,Yes,Yes,12,Yes,DSL,No,No,Yes,Month-to-month,Credit card (automatic),58.35,740.55,No
8621-MNIHH,F,1,Yes,No,34,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,94.25,3217.55,Yes
8039-ACLPL,F,0,Yes,Yes,72,Yes,DSL,Yes,No,No,Two year,Credit card (automatic),68.75,4888.2,No
9885-AIBVB,M,0,Yes,No,29,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,85.8,2440.25,No
1934-MKPXS,M,0,Yes,Yes,33,Yes,NO,No internet service,No internet service,No internet service,One year,Credit card (automatic),20.1,620.55,No
2592-YKDIF,F,0,No,No,1,Yes,NO,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.35,20.35,No
2272-JKMSI,F,0,Yes,Yes,62,Yes,FIBER OPTIC,No,Yes,Yes,One year,Electronic check,110.8,6840.95,No
0471-LVHGK,M,0,Yes,No,41,Yes,DSL,No,No,Yes,One year,Electronic check,73.0,3001.2,Yes
9518-RWHZL,F,0,No,No,64,Yes,FIBER OPTIC,No,No,Yes,One year,Credit card (automatic),100.05,6254.2,Yes
8714-CTZJW,F,0,No,No,4,Yes,FIBER OPTIC,No,No,No,Month-to-month,Credit card (automatic),82.85,319.6,No
3569-EDBPQ,F,0,No,No,24,Yes,FIBER OPTIC,Yes,Yes,No,Month-to-month,Electronic check,84.35,1938.05,No
3131-NWVFJ,F,0,Yes,Yes,14,Yes,NO,No internet service,No internet service,No internet service,One year,Mailed check,19.55,294.5,No
7521-YXVZY,M,0,No,Yes,3,Yes,NO,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.95,58.3,No
5419-CONWX,F,1,No,No,4,Yes,FIBER OPTIC,No,No,Yes,Month-to-month,Credit card (automatic),99.8,442.85,Yes
6240-EURKS,F,0,No,Yes,18,Yes,DSL,No,No,No,Month-to-month,Electronic check,35.0,553.0,Yes
2373-NTKOD,M,0,No,No,8,Yes,DSL,No,No,Yes,Month-to-month,Electronic check,66.25,546.45,No
1970-KKFWL,F,0,No,No,35,Yes,NO,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),23.3,797.1,No
6960-HVYXR,F,0,No,No,1,Yes,FIBER OPTIC,No,No,No,Month-to-month,Electronic check,76.0,76.0,Yes
